Routes,LineType,DayofWeek,Boardings,Period,Period_date,FID
64,Core,Weekday,3398,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33955
65,Community,Weekday,544,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33956
66,Core,Weekday,6219,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33957
67,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33958
68,Core,Weekday,5476,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33959
70,Core,Weekday,4545,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33960
71,Core,Weekday,1955,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33961
72,Core,Weekday,2312,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33962
73,Core,Weekday,2590,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33963
76,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33964
77,Core,Weekday,2128,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33965
81,Local,Weekday,966,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33966
82,Local,Weekday,1339,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33967
85,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33968
88,Community,Weekday,261,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33969
89,Local,Weekday,120,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33970
101,Express,Weekday,77,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33971
102,Express,Weekday,321,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33972
103,Express,Weekday,186,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33973
104,Express,Weekday,94,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33974
120,Express,Weekday,272,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33975
121,Express,Weekday,397,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33976
122,Express,Weekday,53,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33977
140,Express,Weekday,162,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33978
141,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33979
168,Express,Weekday,307,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33980
180,Express,Weekday,692,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33981
181,Express,Weekday,2183,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33982
182,Express,Weekday,34,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33983
183,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33984
185,Express,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33985
200,Other,Weekday,11,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33986
201,Local,Weekday,863,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33987
202,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33988
203,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33989
231,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33990
251,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33991
252,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33992
253,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33993
254,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33994
255,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33995
256,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33996
261,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33997
304,Limited,Weekday,145,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33998
305,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33999
321,Limited,Weekday,16,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34000
62,Core,Sunday,764,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34001
63,Local,Sunday,221,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34002
64,Core,Sunday,1239,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34003
65,Community,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34004
66,Core,Sunday,2633,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34005
67,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34006
68,Core,Sunday,2770,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34007
70,Core,Sunday,2254,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34008
71,Core,Sunday,757,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34009
72,Core,Sunday,770,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34010
73,Core,Sunday,613,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34011
76,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34012
77,Core,Sunday,836,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34013
81,Local,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34014
82,Local,Sunday,305,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34015
85,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34016
88,Community,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34017
89,Local,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34018
101,Express,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34019
102,Express,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34020
103,Express,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34021
104,Express,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34022
120,Express,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34023
121,Express,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34024
122,Express,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34025
140,Express,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34026
141,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34027
168,Express,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34028
180,Express,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34029
181,Express,Sunday,1500,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34030
182,Express,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34031
200,Other,Sunday,8,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34032
201,Local,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34033
202,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34034
203,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34035
231,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34036
251,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34037
252,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34038
253,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34039
254,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34040
255,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34041
256,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34042
261,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34043
304,Limited,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34044
305,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34045
321,Limited,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34046
323,Core,Sunday,560,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34047
328,Limited,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34048
330,Limited,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34049
522,Core,Sunday,2476,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34050
902,LRT,Saturday,10317,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34051
63,Local,Saturday,375,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34052
900,LRT,Sunday,620,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34053
64,Core,Saturday,1655,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34054
65,Community,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34055
66,Core,Saturday,3209,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34056
67,Null,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34057
68,Core,Saturday,3405,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34058
70,Core,Saturday,2701,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34059
71,Core,Saturday,913,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34060
72,Core,Saturday,1220,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34061
73,Core,Saturday,1050,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34062
76,Null,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34063
77,Core,Saturday,1243,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34064
81,Local,Saturday,79,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34065
82,Local,Saturday,610,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34066
85,Null,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34067
88,Community,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34068
89,Local,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34069
101,Express,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34070
102,Express,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34071
103,Express,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34072
104,Express,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34073
120,Express,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34074
121,Express,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34075
122,Express,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34076
140,Express,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34077
901,LRT,Sunday,9409,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34078
141,Null,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34079
903,Null,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34080
902,LRT,Sunday,4075,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34081
168,Express,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34082
920,Null,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34083
903,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34084
180,Express,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34085
10,Local,Sunday,833,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34086
920,Null,Sunday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34087
181,Express,Saturday,2136,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34088
11,Null,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34089
10,Local,Weekday,1325,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34090
182,Express,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34091
12,Null,Sunday,668,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34092
11,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34093
200,Other,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34094
13,Community,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34095
12,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34096
201,Local,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34097
14,Community,Sunday,59,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34098
13,Community,Weekday,180,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34099
202,Null,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34100
15,Null,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34101
14,Community,Weekday,156,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34102
203,Null,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34103
16,Community,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34104
15,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34105
231,Null,Saturday,84,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34106
17,Community,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34107
16,Community,Weekday,82,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34108
251,Null,Saturday,225,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34109
18,Community,Sunday,27,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34110
17,Community,Weekday,70,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34111
252,Null,Saturday,54,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34112
19,Community,Sunday,95,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34113
18,Community,Weekday,221,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34114
253,Null,Saturday,36,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34115
22,Core,Sunday,8742,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34116
254,Null,Saturday,11,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34117
19,Community,Weekday,265,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34118
22,Core,Weekday,13683,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34119
23,Core,Weekday,8418,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34120
25,Core,Weekday,7277,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34121
255,Null,Saturday,35,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34122
26,Core,Weekday,3837,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34123
256,Null,Saturday,146,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34124
23,Core,Sunday,4100,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34125
27,Local,Weekday,830,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34126
25,Core,Sunday,2928,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34127
304,Limited,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34128
31,Local,Weekday,771,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34129
26,Core,Sunday,1929,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34130
305,Null,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34131
32,Community,Weekday,996,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34132
27,Local,Sunday,206,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34133
321,Limited,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34134
33,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34135
31,Local,Sunday,118,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34136
323,Core,Saturday,1230,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34137
34,Community,Weekday,71,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34138
32,Community,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34139
328,Limited,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34140
35,Local,Weekday,1055,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34141
33,Null,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34142
330,Limited,Saturday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34143
36,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34144
34,Community,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34145
522,Core,Saturday,4156,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34146
37,Community,Weekday,740,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34147
35,Local,Sunday,412,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34148
900,LRT,Saturday,721,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34149
38,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34150
36,Null,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34151
901,LRT,Saturday,12838,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34152
39,Community,Weekday,426,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34153
37,Community,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34154
40,Local,Weekday,1032,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34155
38,Null,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34156
41,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34157
39,Community,Sunday,209,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34158
42,Community,Weekday,612,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34159
40,Local,Sunday,132,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34160
43,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34161
41,Null,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34162
44,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34163
42,Community,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34164
45,Community,Weekday,203,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34165
43,Null,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34166
46,Local,Weekday,568,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34167
44,Null,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34168
47,Local,Weekday,848,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34169
45,Community,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34170
48,Community,Weekday,359,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34171
46,Local,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34172
49,Community,Weekday,293,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34173
47,Local,Sunday,315,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34174
51,Null,Weekday,758,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34175
48,Community,Sunday,105,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34176
52,Local,Weekday,525,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34177
49,Community,Sunday,72,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34178
53,Local,Weekday,667,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34179
51,Null,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34180
54,Local,Weekday,1093,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34181
52,Local,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34182
55,Core,Weekday,2440,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34183
53,Local,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34184
57,Local,Weekday,1475,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34185
54,Local,Sunday,255,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34186
58,Local,Weekday,812,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34187
55,Core,Sunday,561,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34188
59,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34189
57,Local,Sunday,348,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34190
60,Core,Weekday,2281,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34191
58,Local,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34192
61,Core,Weekday,1717,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34193
59,Null,Sunday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34194
62,Core,Weekday,1597,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34195
60,Core,Sunday,782,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34196
61,Core,Sunday,513,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34197
62,Core,Sunday,527,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34198
63,Local,Sunday,214,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34199
64,Core,Sunday,1349,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34200
63,Local,Weekday,925,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34201
64,Core,Weekday,3778,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34202
65,Community,Weekday,629,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34203
66,Core,Weekday,6267,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34204
67,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34205
68,Core,Weekday,5772,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34206
70,Core,Weekday,5113,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34207
71,Core,Weekday,2154,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34208
72,Core,Weekday,2714,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34209
73,Core,Weekday,2779,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34210
76,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34211
77,Core,Weekday,2435,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34212
81,Local,Weekday,995,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34213
82,Local,Weekday,1273,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34214
85,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34215
88,Community,Weekday,283,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34216
89,Local,Weekday,118,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34217
101,Express,Weekday,77,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34218
102,Express,Weekday,324,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34219
103,Express,Weekday,178,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34220
104,Express,Weekday,89,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34221
120,Express,Weekday,270,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34222
121,Express,Weekday,381,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34223
122,Express,Weekday,48,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34224
140,Express,Weekday,172,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34225
141,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34226
168,Express,Weekday,324,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34227
180,Express,Weekday,841,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34228
181,Express,Weekday,2525,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34229
182,Express,Weekday,36,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34230
183,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34231
185,Express,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34232
200,Other,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34233
201,Local,Weekday,1153,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34234
202,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34235
203,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34236
231,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34237
251,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34238
252,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34239
253,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34240
254,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34241
255,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34242
256,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34243
261,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34244
304,Limited,Weekday,165,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34245
305,Null,Weekday,0,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34246
321,Limited,Weekday,27,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34247
323,Core,Weekday,2452,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34248
328,Limited,Weekday,55,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34249
330,Limited,Weekday,139,2015/02/01 08:00:00+00,2015/02/01 08:00:00+00,34250
60,Core,Saturday,1126,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34251
61,Core,Saturday,687,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34252
62,Core,Saturday,1081,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34253
63,Local,Saturday,370,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34254
64,Core,Saturday,1667,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34255
65,Community,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34256
66,Core,Saturday,3319,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34257
67,Null,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34258
68,Core,Saturday,3941,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34259
70,Core,Saturday,2801,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34260
71,Core,Saturday,1024,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,34261
