Routes,LineType,DayofWeek,Boardings,Period,Period_date,FID
13,Community,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33646
70,Core,Sunday,2186,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33647
15,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33648
920,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33649
14,Community,Sunday,57,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33650
71,Core,Sunday,660,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33651
16,Community,Weekday,98,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33652
10,Local,Saturday,831,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33653
15,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33654
72,Core,Sunday,765,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33655
17,Community,Weekday,69,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33656
11,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33657
16,Community,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33658
73,Core,Sunday,633,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33659
18,Community,Weekday,151,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33660
12,Null,Saturday,513,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33661
17,Community,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33662
76,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33663
19,Community,Weekday,262,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33664
13,Community,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33665
18,Community,Sunday,11,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33666
77,Core,Sunday,719,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33667
22,Core,Weekday,12248,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33668
14,Community,Saturday,64,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33669
19,Community,Sunday,94,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33670
81,Local,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33671
23,Core,Weekday,8351,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33672
25,Core,Weekday,6930,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33673
26,Core,Weekday,3608,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33674
27,Local,Weekday,786,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33675
31,Local,Weekday,571,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33676
32,Community,Weekday,1000,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33677
33,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33678
34,Community,Weekday,70,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33679
35,Local,Weekday,1044,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33680
36,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33681
37,Community,Weekday,588,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33682
38,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33683
39,Community,Weekday,428,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33684
40,Local,Weekday,1191,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33685
41,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33686
42,Community,Weekday,507,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33687
43,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33688
44,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33689
45,Community,Weekday,217,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33690
46,Local,Weekday,625,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33691
47,Local,Weekday,812,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33692
48,Community,Weekday,352,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33693
49,Community,Weekday,282,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33694
51,Null,Weekday,862,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33695
52,Local,Weekday,602,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33696
53,Local,Weekday,705,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33697
54,Local,Weekday,1077,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33698
55,Core,Weekday,2624,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33699
57,Local,Weekday,1230,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33700
58,Local,Weekday,674,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33701
59,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33702
22,Core,Sunday,7898,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33703
23,Core,Sunday,4622,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33704
25,Core,Sunday,3075,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33705
26,Core,Sunday,1727,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33706
27,Local,Sunday,199,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33707
31,Local,Sunday,67,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33708
32,Community,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33709
33,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33710
34,Community,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33711
35,Local,Sunday,347,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33712
36,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33713
37,Community,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33714
38,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33715
39,Community,Sunday,163,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33716
40,Local,Sunday,143,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33717
41,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33718
42,Community,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33719
43,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33720
44,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33721
45,Community,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33722
46,Local,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33723
47,Local,Sunday,374,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33724
48,Community,Sunday,89,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33725
82,Local,Sunday,266,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33726
49,Community,Sunday,60,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33727
15,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33728
85,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33729
51,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33730
16,Community,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33731
88,Community,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33732
52,Local,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33733
17,Community,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33734
89,Local,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33735
53,Local,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33736
18,Community,Saturday,12,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33737
101,Express,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33738
54,Local,Sunday,249,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33739
19,Community,Saturday,139,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33740
102,Express,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33741
55,Core,Sunday,592,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33742
22,Core,Saturday,9042,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33743
103,Express,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33744
57,Local,Sunday,614,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33745
23,Core,Saturday,5502,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33746
104,Express,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33747
58,Local,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33748
25,Core,Saturday,4066,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33749
120,Express,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33750
26,Core,Saturday,1990,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33751
121,Express,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33752
27,Local,Saturday,378,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33753
122,Express,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33754
31,Local,Saturday,102,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33755
140,Express,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33756
32,Community,Saturday,283,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33757
141,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33758
168,Express,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33759
33,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33760
180,Express,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33761
34,Community,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33762
181,Express,Sunday,1418,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33763
35,Local,Saturday,482,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33764
182,Express,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33765
36,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33766
200,Other,Sunday,10,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33767
37,Community,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33768
201,Local,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33769
38,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33770
202,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33771
39,Community,Saturday,195,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33772
203,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33773
40,Local,Saturday,320,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33774
231,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33775
41,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33776
251,Null,Sunday,226,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33777
42,Community,Saturday,105,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33778
252,Null,Sunday,45,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33779
43,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33780
253,Null,Sunday,53,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33781
44,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33782
254,Null,Sunday,13,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33783
45,Community,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33784
255,Null,Sunday,32,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33785
46,Local,Saturday,195,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33786
256,Null,Sunday,90,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33787
47,Local,Saturday,541,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33788
261,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33789
48,Community,Saturday,144,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33790
304,Limited,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33791
49,Community,Saturday,136,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33792
305,Null,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33793
51,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33794
321,Limited,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33795
52,Local,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33796
323,Core,Sunday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33797
53,Local,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33798
54,Local,Saturday,358,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33799
55,Core,Saturday,870,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33800
57,Local,Weekday,1180,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33801
58,Local,Weekday,593,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33802
59,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33803
60,Core,Weekday,2112,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33804
61,Core,Weekday,1468,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33805
62,Core,Weekday,1367,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33806
63,Local,Weekday,757,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33807
64,Core,Weekday,3190,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33808
65,Community,Weekday,527,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33809
66,Core,Weekday,5951,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33810
67,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33811
68,Core,Weekday,5191,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33812
70,Core,Weekday,4124,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33813
71,Core,Weekday,1384,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33814
72,Core,Weekday,2083,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33815
73,Core,Weekday,2444,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33816
76,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33817
77,Core,Weekday,1649,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33818
81,Local,Weekday,838,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33819
82,Local,Weekday,1339,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33820
85,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33821
88,Community,Weekday,181,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33822
89,Local,Weekday,115,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33823
101,Express,Weekday,63,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33824
102,Express,Weekday,274,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33825
103,Express,Weekday,167,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33826
104,Express,Weekday,82,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33827
120,Express,Weekday,234,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33828
121,Express,Weekday,338,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33829
122,Express,Weekday,40,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33830
140,Express,Weekday,189,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33831
141,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33832
168,Express,Weekday,349,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33833
180,Express,Weekday,560,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33834
181,Express,Weekday,2438,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33835
182,Express,Weekday,23,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33836
183,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33837
185,Express,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33838
200,Other,Weekday,10,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33839
201,Local,Weekday,971,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33840
202,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33841
203,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33842
231,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33843
251,Null,Weekday,123,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33844
252,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33845
253,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33846
254,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33847
255,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33848
256,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33849
261,Null,Weekday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33850
60,Core,Weekday,2125,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33851
57,Local,Saturday,675,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33852
323,Core,Weekday,2333,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33853
328,Limited,Weekday,69,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33854
330,Limited,Weekday,141,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33855
522,Core,Weekday,5926,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33856
900,LRT,Weekday,782,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33857
901,LRT,Weekday,19436,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33858
902,LRT,Weekday,11942,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33859
920,Null,Weekday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33860
10,Local,Saturday,799,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33861
11,Null,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33862
12,Null,Saturday,701,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33863
13,Community,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33864
14,Community,Saturday,107,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33865
15,Null,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33866
16,Community,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33867
17,Community,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33868
18,Community,Saturday,20,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33869
19,Community,Saturday,135,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33870
22,Core,Saturday,9817,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33871
23,Core,Saturday,5023,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33872
25,Core,Saturday,4134,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33873
26,Core,Saturday,2235,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33874
27,Local,Saturday,418,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33875
31,Local,Saturday,182,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33876
32,Community,Saturday,55,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33877
33,Null,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33878
34,Community,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33879
35,Local,Saturday,432,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33880
36,Null,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33881
37,Community,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33882
38,Null,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33883
39,Community,Saturday,188,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33884
40,Local,Saturday,271,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33885
41,Null,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33886
42,Community,Saturday,98,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33887
43,Null,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33888
44,Null,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33889
45,Community,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33890
46,Local,Saturday,135,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33891
47,Local,Saturday,547,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33892
48,Community,Saturday,145,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33893
49,Community,Saturday,149,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33894
51,Null,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33895
52,Local,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33896
53,Local,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33897
54,Local,Saturday,378,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33898
55,Core,Saturday,908,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33899
57,Local,Saturday,700,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33900
58,Local,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33901
59,Null,Saturday,0,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33902
58,Local,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33903
59,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33904
60,Core,Saturday,1207,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33905
61,Core,Saturday,664,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33906
62,Core,Saturday,818,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33907
63,Local,Saturday,407,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33908
64,Core,Saturday,1638,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33909
65,Community,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33910
66,Core,Saturday,3194,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33911
67,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33912
68,Core,Saturday,3314,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33913
70,Core,Saturday,2910,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33914
71,Core,Saturday,675,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33915
72,Core,Saturday,1139,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33916
73,Core,Saturday,993,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33917
76,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33918
77,Core,Saturday,915,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33919
81,Local,Saturday,70,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33920
82,Local,Saturday,679,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33921
85,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33922
88,Community,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33923
89,Local,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33924
101,Express,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33925
102,Express,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33926
103,Express,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33927
104,Express,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33928
120,Express,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33929
121,Express,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33930
122,Express,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33931
140,Express,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33932
141,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33933
168,Express,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33934
180,Express,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33935
181,Express,Saturday,1975,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33936
182,Express,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33937
200,Other,Saturday,12,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33938
201,Local,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33939
202,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33940
203,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33941
231,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33942
251,Null,Saturday,236,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33943
252,Null,Saturday,28,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33944
253,Null,Saturday,33,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33945
254,Null,Saturday,15,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33946
255,Null,Saturday,35,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33947
256,Null,Saturday,246,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33948
304,Limited,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33949
305,Null,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33950
321,Limited,Saturday,0,2014/12/01 08:00:00+00,2014/12/01 08:00:00+00,33951
61,Core,Weekday,1691,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33952
62,Core,Weekday,1562,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33953
63,Local,Weekday,863,2015/01/01 08:00:00+00,2015/01/01 08:00:00+00,33954
